title,release,artist_name,duration,artist_familiarity,artist_hotttnesss,year,listeners,playcount,tags
La valse du mariage,Le passager de la pluie (Original Soundtrack),Francis Lai,123.24526,0.552719818114,0.371711094041,2003,586,1692,"Soundtrack, Classical, pop, psychedelic, cool"
Good Girl Gone Bad,Good Girl Gone Bad: The Remixes,Rihanna,208.16934,0.917698884427,0.908202619208,2007,270510,1581914,"Rihanna, rnb, pop, female vocalists, good girl gone bad"
If You Hang Around Long Enough,Down By The River,Mac McAnally,183.53587,0.573039790503,0.437866012408,0,327,910,
The Gary Selchie - Solas,Emerald Aether: Shape Shifting/Reconstructions Of Irish Music,Bill Laswell,132.67546,0.678008836779,0.404039733775,0,318,615,"instrumental, ambient, laswellian"
A La Naturaleza,A La Naturaleza,Ray Sandoval,377.70404,0.294677922122,0.0,0,13,17,
Dimitroula,Dream Show The Music 1,Amalia Avgoustaki,182.17751,0.0276178770147,0.0,0,3,3,
Géraldine,Ah...c'qu'on est cons ! - EP,Dine et Déon,113.57995,0.4301558945,0.17819882004,0,5,12,
For Tomorrow (live),Ritual-Live,Shaman,404.06159,0.617787589102,0.416644114038,0,363,1685,
Clap Ur Handz,Joyful Rebellion,K-OS,80.53506,0.712662163367,0.430697046289,2004,20050,74841,"hip hop, Hip-Hop, rap, Canadian, male vocalist"
Burma Train Change,Jamaica Farewell,Martin Denny,175.75138,0.573719855287,0.377382917261,0,10,10,
Buy You A Drink,Tha Remixes Vol. 11,DJ Nasty,236.56444,0.582365878547,0.302855419522,0,54,184,
With A Little Help From My Friends,The Anthology,Santana,246.7522,0.818494213987,0.627765134777,0,10579,23305,"blues, cover, beatles cover, guitar, santana"
Lord Of The Thighs,Classics Live,Aerosmith,425.03791,0.87253659867,0.610731462904,1974,65861,254619,"hard rock, classic rock, rock, blues rock, aerosmith"
Moon Loop (Improvisation),The Sky Moves Sideways (Special Edition),Porcupine Tree,978.442,0.830252261722,0.507965802159,0,21662,85198,"Progressive rock, space rock, instrumental, Psychedelic Rock, porcupine tree"
He Has Risen (Communication Album Version),Communication,DeGarmo & Key,171.75465,0.421132725384,0.318834231458,0,35,113,
El Ventilador,Party Fiesta_ Vol. 7,The Party Group,190.04036,0.188667694917,0.0,0,3,6,
Heidi,Black Satin Vol1,Frank Chacksfield,151.19628,0.446256666541,0.346357522243,0,52,151,RoddyHughes1923
I Just Need Your Lovin' - Original,Chris Farlowe Selected Hits,Chris Farlowe,192.26077,0.543393231433,0.338575026457,0,10,10,
Old Hobo,Good Morning Judge,Furry Lewis,234.78812,0.572500600682,0.368054038751,2003,864,1667,"blues, delta blues, blues guitar, Old Blues, Classic Blues"
Here Comes Your Iceman (LP Version),Big Joe Rides Again,Joe Turner,233.92608,0.473624123748,0.364586575409,0,19,20,
Tel Que Tu Es,5:55,Charlotte Gainsbourg,189.70077,0.74400791471,0.520049688179,2006,94223,347227,"french, female vocalists, chanson francaise, chanson, Charlotte Gainsbourg"
Non Conformist Acclaimed,Treat Me Bad EP,Agnes,371.06893,0.7375404029,0.441355562048,0,77,138,minimal techno
Space Oddity (1997 Digital Remaster),The Best Of David Bowie 1969-74,David Bowie,313.70404,0.865970006331,0.57492142334,0,2278,4829,"classic rock, indie, pop, rock, 70s"
Fearless [Interlude] (Explicit Album Version),Uni5: The World's Enemy,Bone Thugs-N-Harmony,34.42893,0.815923420344,0.555138321923,0,16,49,
After The Fire,Rescue Dawn,Klaus Badelt,116.1922,0.688003348837,0.469340374259,2007,2142,4627,"melancholic, dramatic piano"
Skyswimmer,Let The Wind Blow High,Enter the Haggis,399.882,0.619747146659,0.407386829646,1999,1004,4104,"rock, folk, irish, irish rock, celtic"
Emmaus,Things That Last Forever,Brian Free & Assurance,243.80036,0.416463908141,0.374335194759,0,33,260,
E se tu lontana sei,De beste liedjes,Crazy Horse,191.65995,0.540279892402,0.34219231046,2006,48,63,
Vienna,How To Save A Life,The Fray,231.07873,0.852699664161,0.645570447907,2002,279516,1547376,"piano rock, rock, alternative, indie, Mellow"
Vienna,How To Save A Life,The Fray,231.07873,0.852699664161,0.661349364282,2002,279516,1547376,"piano rock, rock, alternative, indie, Mellow"
Hoy Es Hoy,Hoy Es Hoy,Memphis La Blusera,243.46077,0.472247769437,0.316724550698,0,215,846,
Baby My Love,His Majesty Is Coming,The In Crowd / Jah Stitch,476.9171,0.526690731814,0.378478309106,0,1,1,
Sound Clash,The Master Plan,Dream Warriors,262.19057,0.502389763689,0.342652377248,1996,458,1103,"rap, dancehall"
Sete Desejos,2 Em 1,Alceu Valença,205.87057,0.544979447587,0.366713431626,1992,7487,31637,"pernambuco, brasil, Brasilian, alceu valenca"
Mambo Suavecito,Mamborama,Tito Puente,178.46812,0.72210529812,0.480724780921,1993,925,1612,
He Says The Same Things To Me,Skeeter Davis: RCA Country Legend,Skeeter Davis,168.48934,0.60383916969,0.395791273774,0,1749,5391,"country, classic country, pop, 60s, easy listening"
Memphis,Top Ranking Reggae - Bob Marley - Soul Almighty,Bob Marley,177.71057,0.780264380801,0.570106511951,1999,21848,57342,"reggae, genius, roots, drugs, jamaica"
Selling Jolson A Baseball Team,EMI Comedy - Groucho Marx,Groucho Marx,586.70975,0.426512760735,0.434621852464,0,27,32,
Foggy Mountain Top,The End Of The World,Skeeter Davis,160.7571,0.60383916969,0.395791273774,1963,273,577,
America the Beautiful,Songs of the US Army,The Sun Harbor's Chorus-Documentary Recordings,206.91546,0.41994127477,0.24913722954,0,166,432,Like
Let's Blame The Lightman,Carnival Of Chaos,GWAR,189.57016,0.687023631105,0.475085634411,1997,5055,16787,"rock, thrash metal, hardcore, Awesome, gwar"
My Heart Is Yearning,Punk In Drublic,NOFX,143.64689,0.561131213326,0.554291489013,1994,92487,350501,"punk, punk rock, skate punk, ska punk, comedy"
Hardly Wait,The Never Ending Why,Placebo,180.13995,0.80452352067,0.586433378718,2009,15603,107234,"cover, covers, Placebo, rock, alternative rock"
Paper Doll,Gary Nichols,Gary Nichols,162.19383,0.621597789239,0.386470142237,0,35,57,
Computer Love (2009 Digital Remaster),The Mix (2009 Digital Remaster),Kraftwerk,399.33342,0.741518130043,0.520412110054,0,504,1771,
Someone To Hold,Strictly The Best Vol. 18,Singing Melody,214.90893,0.498414133308,0.326008873279,0,194,460,Waiting In Vain Riddim
Viaje Al Averno,Lo Mejor De Gabinete Caligari,Gabinete Caligari,169.69098,0.490688788329,0.326430852788,1991,697,1446,
Exogenesis: Symphony Part 1 [Overture],The Resistance,Muse,258.42893,0.929030287441,0.750426551019,0,91390,342408,"rock, Progressive rock, Muse, alternative, Classical"
Das Telefon sagt Du,Das Telefon Sagt Du,Andreas Dorau,231.10485,0.501785968274,0.382426584202,1994,1810,6538,"pop, new wave, deutsch, FM4, gdchills90s"
Son Sabroso,Guerreros De La Luz,Gran Coquivacoa,270.70649,0.421376060223,0.366527801955,0,13,17,
Tu Hi Tu Sada,Honge Na Juda Hum,DCS,305.3971,0.476808061143,0.0822922264203,0,11,12,
Master Of The Universe,Tri-polar (Edited),Sick Puppies,212.92363,0.782984211165,0.675117718829,2009,48958,223959,"alternative rock, rock, hard rock, alternative metal, melodic"
He Will Lead His Children Home,When All God's Singers Get Home,Bill & Gloria Gaither,162.06322,0.426882762347,0.333303418273,0,33,55,
Tyre,Empty The Bones Of You,Chris Clark,71.99302,0.597281477904,0.398469959909,0,21499,62158,"idm, Warp, Chris Clark, electronica, ambient"
The Burp Heard 'Round The World,Nanny McPhee & The Big Bang,James Newton Howard,110.52363,0.611381594879,0.445321878275,2010,248,507,
Air: My Lagan Love,Willie Clancy The Gold Ring,Willie Clancy,166.922,0.346236810703,0.284824355792,0,47,83,
Great Big Problem,Voice From Home,FFH,264.07138,0.601245988381,0.461026520548,2005,301,1268,
Do It Nice,The Second Album + The First Rehearsal Tapes,Suicide,323.94404,0.710269166698,0.394908896933,1999,5263,10775,"no wave, industrial, mrowr, electronic, seen live"
Murda',The Final Chapter,Rodney O & Joe Cooley,230.84363,0.4157846077,0.307902093869,0,10,19,
Amazing (LP Version),Steady On,Point Of Grace,294.08608,0.673325231272,0.53710628392,1998,66,79,
Gewisse Leute,Herzen mit Koffer,Rainer Bielfeldt,192.73098,0.407448072217,0.0,0,7,21,
Big Railroad Blues,Gus Cannon Vol. 1 (1927 - 1928),Gus Cannon,197.0673,0.3720519997,0.245472717519,0,279,543,"old timey, country blues, trains and hobos, Gus Cannon, stepping into muddy water"
You And Your Heart,You And Your Heart,Jack Johnson,196.20526,0.832011770647,0.677482479432,2010,224688,1175246,"acoustic, rock, jack johnson, singer-songwriter, pop"
Floripa,Pinkboy Presents TPC,Plagia,354.11546,0.445763639703,0.0,0,9,15,
Can You Feel It?,This Is Love,Lee Ritenour,321.56689,0.632008012811,0.14468466091,1998,922,2606,jazz fusion
Hasta El Final,Rio,La Portuaria,224.91383,0.52288813193,0.305719059845,2005,721,1289,
The Monkey King,Strange Cargo III,William Orbit,315.01016,0.674970293048,0.424953084113,1993,9233,22937,"ambient, chillout, electronic, electronica, british"
Someday,Seasons,Max Melvin,262.79138,0.468080669053,0.344290296121,0,956,3473,
"Die Fledermaus - Operette in drei Akten/Silvester-Einlagen/Dein ist mein ganzes Herz (aus ""Das Land des Lächelns"")",J. Strauss: Die Fledermaus,Herbert Von Karajan,238.10567,0.668055686858,0.464152439053,0,1,1,
I'm In Love,Bestival presents Sunday Best Vol 2,Dub Pistols feat. Lindy Layton & Rodney P,333.21751,0.687619666235,0.417068912495,0,922,2656,
Feel So Stupid (Table 9),Orphan,Darwin's Waiting Room,197.51138,0.508421718375,0.335811920382,2001,8976,34558,"download, Like, good, rapcore"
We Can't Win (Explicit),Doe Or Die,A.Z.,203.10159,0.640695920704,0.449602655974,1995,4,6,
El Barbero,Las Mejores Gaitas Vol.3,Gaiteros de Pillopo,251.08853,0.307211096291,0.138639716654,0,1663,4311,"gaitas, gaita, venezolanas, Flamenquito, musica venezolana"
Wahrheit,International,Hassan Annouri feat. Cassandra Steen,270.73261,0.0771768673465,0.357784312397,0,5,11,
Les Chaudrons,La Vie D'Ici Bas,André Minvielle,295.96689,0.49112399325,0.420274329902,2007,109,312,whoverplayed
Hit And Rape (Album Version),The Late_ Late Show,Wednesday 13's Frankenstein Drag Queens From Planet 13,131.81342,0.565161778133,0.371447105854,0,16,89,
My Funny Valentine,Trumpet Evolution,Arturo Sandoval,266.60526,0.561464646411,0.423527584809,2003,3655,8587,"strings organs rubber wind, jazz, rodgers and hart composers, cuban, Smooth Jazz"
L'education du corps des porcs,Croc' noces,Les Ogres De Barback,287.242,0.652367864188,0.437964733142,2001,1846,5707,"french, 2003, francais, 4 of 10 stars"
Lonely,Introducing&,Stiff Meat,240.29995,0.164853301203,0.0,0,9,54,
WHEN I AM YOU,YOUR WORLD IS BURNING,Panzer AG,305.05751,0.588608086549,0.373611111911,2006,7690,38271,"industrial, Aggrotech, industrial rock, dark electro, favourite"
Déstockage massif (with Alex Gopher),Super Discount,Etienne de Crécy ,215.84934,0.648692286301,0.393369406146,0,2,3,
Voodoo Chile Blues,Blues,Jimi Hendrix,528.14322,0.840963900935,0.587869152218,1994,78127,235012,"blues, classic rock, blues rock, rock, guitar"
Iron-head: Palestine,Dogma,Asterisk*,41.84771,0.426947812406,0.294726876114,0,644,1863,
Ingenting,Tillbaka Till Samtiden,Kent,257.74975,0.700570065019,0.487595647696,0,78128,716468,"rock, swedish, indie, Kent, alternative"
Back To Burn,Dj Revolution Present Class Of 86,T-la Rock,151.61424,0.509512016212,0.291183520651,2001,1790,4299,"Hip-Hop, rap, DJ Mix"
Grandma's Spending Christmas with the Superstars,Dr. Elmo's Twisted Christmas,Dr. Elmo,185.5473,0.475721566731,0.398373122737,0,263,1137,
Sho' Enough,Exception To The Rule,Tommy Castro,240.27383,0.572616245821,0.41558288068,1996,2480,5855,"blues, guitar, blues rock, Musik, allboutguitar"
Estoy Pensando En Tí,Solo Lo Nuestro - 20 Exitos,Sonora Santanera,168.46322,0.487356790928,0.343428378297,2003,293,785,Cafeteria La Sirena
Theme III,Themes,Silent Stream Of Godless Elegy,50.1024,0.543247115987,0.362398213147,2000,1933,8249,"instrumental, folk, folk metal"
Là-Bas,Live 98 En Passant,Jean-Jacques Goldman,501.05424,0.61742140664,0.449253876948,1991,15093,70037,"chanson francaise, french, 80s, singer-songwriter, pop"
Perdido (1999 Digital Remaster),Wild_ Cool & Swingin',Sam Butera & The Witnesses,148.06159,0.329947706739,0.336327031713,0,11,23,
Everytime,Everytime,Britney Spears,208.8224,0.947327506635,0.607257279581,2003,526675,4083990,"pop, Britney Spears, female vocalists, sad, Love"
Everytime,Everytime,Britney Spears,206.81098,0.947327506635,0.631289507585,2003,526675,4083990,"pop, Britney Spears, female vocalists, sad, Love"
State Of The Union,Siren Song Of The Counter-Culture,Rise Against,139.17995,0.821718693377,0.696161109836,2004,241934,1828092,"punk, hardcore, punk rock, hardcore punk, melodic hardcore"
Signs Of Insanity,A Bizarre Gardening Accident,Headhunter,277.81179,0.607734319959,0.448452836637,0,750,1983,
Your Head,Born Annoying,Helmet,200.75057,0.77659896783,0.490079584183,1995,6598,18534,"rock, punk, 90s, old school, stoner"
One Of Our Submarines,Premium Gold Collection,Thomas Dolby,309.57669,0.641354080934,0.384230562973,1982,29855,96637,"new wave, 80s, electronic, synthpop, synth pop"
WA-KA-BAM!! (INTRO),JTV,Justin,22.33424,0.78255568904,0.335368577746,0,1,1,
As You Take A  Walk Through My Mind,EMI Country Masters - 50 Originals,Slim Whitman,192.73098,0.516443779773,0.386669091706,0,4,6,
Stormtrooper (Live),Kona Gold,Pepper,108.93016,0.765141417908,0.471493226676,2009,785,1656,
Moon Boom,Virtual Leisure,Anat Ben David,213.7073,0.500656727945,0.0,0,91,382,
La Revolución,Cosa de Hombres,Memphis La Blusera,261.642,0.472247769437,0.316724550698,1995,399,1313,
Waste A Little Time On Me,Stagepass,The Michael Stanley Band,232.12363,0.442769650057,0.294986616555,1975,125,530,"Michael Stanley Band, cleveland rock"
Bad Days,Loud,Timo Maas,417.56689,0.691973119281,0.3966195656,2001,19372,42892,"chillout, ambient, electronic, electronica, six feet under"
Man Of No Reputation,Collection: B. Carlisle,Bob Carlisle,331.25832,0.563583586258,0.388527293306,1994,115,741,
All On Our Own,One Block Radius,One Block Radius,236.72118,0.646851193887,0.406092676532,2008,340,1277,
All Day,Humpty Dumpty LSD,Butthole Surfers,512.1824,0.628489970806,0.488019841686,1987,3205,7357,"alternative, noise rock, not bad, good0"
Mountain By The Sea (Tribe Unknown),American Indian Ceremonial & War Dances,Various Indian Tribes,193.25342,0.0355024202206,0.137659673231,0,23,47,
Nossa Dança,2 Em 1 (Dois Em Um),Nana Caymmi,174.54975,0.523633031781,0.348350022224,0,512,1485,
Time Is On My Side,12 x 5,The Rolling Stones,172.72118,0.814829656133,0.776037656053,1964,269364,1066748,"classic rock, rock, 60s, the rolling stones, british"
Look Around featuring dead prez and Cheryl Pepsi Riley,A Musical Massacre (Explicit),Beatnuts featuring dead prez and Cheryl Pepsi Riley,318.56281,0.608018105915,0.28552323045,0,316,561,
Don't Lose Control,One Down,Bill Laswell,258.87302,0.678008836779,0.404039733775,0,44,78,
Palabras De Amor(En Vivo),La Portuaria En Vivo,La Portuaria,169.482,0.52288813193,0.305719059845,0,822,986,
Angel,A Little South Of Sanity,Aerosmith,335.33342,0.87253659867,0.610731462904,1987,363751,1749551,"rock, classic rock, hard rock, aerosmith, 80s"
My Bulldog Blues,Sonny Terry & Brownie McGhee_ Vol. E (1938-1941),Sonny Terry & Brownie McGhee,167.02649,0.517126315036,0.360145056506,0,61,181,
El Te Daba Mala Vida,Déjame Solo,Los Chichos,221.23057,0.561589945857,0.420570307208,1982,58,87,
Love Can Break Your Heart (LP Version),Take It To Heart,Michael McDonald,296.202,0.712675251311,0.563362693588,0,7,19,
Mi Son Maracaibo,The Best Of Rene Touzet (His Piano and  Orchestra),Rene Touzet,288.33914,0.330139596904,0.249127455013,0,108,223,
Juste Une Petite Fille,Differente,Maurane,263.67955,0.580481347942,0.412610819232,1995,614,1343,chanson francaise
Little Woman,Jazz Gillum Vol. 2 1938-1941,Jazz Gillum,183.09179,0.362800141681,0.282286405633,0,47,85,
Broad Daylight - The BBC Sessions [Top Gear 17/3/69],Free - Live At The BBC,Free,197.56363,0.713686249595,0.468604580569,0,700,1194,"70s, british, hard rock, classic rock, pop"
Nothing To Lose,South Of Hell,Boondox,260.10077,0.780866545768,0.460456542785,2010,1739,5745,Scarface
Let the People Dance,Count Talent and the Originals,Michael Bloomfield,180.45342,0.493995079533,0.372179877857,0,51,94,
We Have All The Time In The World (Live),A-sides_ B-sides and Rarities,Fun Lovin' Criminals,235.36281,0.683206040048,0.484876718954,0,443,829,exclusive pearls
Say How I Feel,Say How I Feel,Rhian Benson,207.46404,0.491835959058,0.389414014034,2004,4201,12308,"soul, Neo-Soul, smooth, keepers of soul, Mistyeyes"
This Is My Country,This Is My Country,The Impressions,168.01914,0.63322062391,0.410247407476,1968,21803,47674,"soul, Old School soul, 60s, 1968, oldies"
Angels We Have Heard On High (Album Version),Christmasing,Shirley Caesar,176.37832,0.57930948808,0.370273518966,0,1,2,
Cold In Hands Blues,Essential Bessie Smith Vol 1,Bessie Smith,192.44363,0.637521050415,0.404798068262,0,91,159,"cute, blues, female vocalist, ambience, bessie smith"
Bucket's Got A Hole In It,Washboard Sam Vol. 3 (1938),Washboard Sam,166.19057,0.505784762727,0.326750333974,0,413,1011,"blues, delta blues, ragtime"
Welcome To My World (Live),Tammy Wynette - Live at the Rodeo!,Tammy Wynette,84.16608,0.606118645697,0.409196035655,0,277,452,country taggradio
Imparable,Tarde O Temprano,Tommy Torres,222.92853,0.638590616661,0.416019233866,0,5466,19444,"pop, laid back, love song, Latino Pop, latin"
Miss X (LP Version),High Time,MC5,307.722,0.654860822343,0.451466060363,1971,447,737,american rock
Les Amours de Nathalie,Piédenés,Les Malpolis,246.69995,0.488206851047,0.271250596262,1998,265,1134,
Por La Calle Abajo,Grandes Éxitos: Los Chunguitos,Los Chunguitos,164.12689,0.51503358359,0.372356587534,2000,1148,3088,
A Machine and a Memory Keeps You Alive,Early Works for Me If It Works for You II,Dntel,252.86485,0.697434585844,0.477798987713,0,208,402,
Why Can't We Really Be Free,The Harvey Averne Dozen,Harvey Averne,185.20771,0.414385653298,0.276997484962,0,71,111,
T.V. Eye (Take 3),1970: The Complete Fun House Sessions,The Stooges,328.9073,0.732603394424,0.497050958692,1999,683,1079,lloorren
Pega Joso,Jazz From A To B,Laurindo Almeida,201.03791,0.560256828453,0.341904573541,0,364,555,jazz guitar
Cleansing,Clear,The Color Red,216.05832,0.483388547225,0.373685259562,0,800,2581,
Vertigo,Sometimes You Can't Make It On Your Own,U2,451.44771,0.843526543333,0.750311503248,2004,710869,3946105,"rock, U2, irish, alternative, pop"
Ragtime Sound,Bobby's Girl - The Complete Seville Recordings,Marcie Blane,138.29179,0.421181869279,0.304911911708,0,160,506,
Country Rose,You Win  Again,Roy Drusky,138.84036,0.378347968586,0.306518600038,0,58,145,
More to This,Synthesizer,Information Society,233.42975,0.567510985929,0.430897608715,2007,2580,6109,"candy flavor, synthpop, freestyle"
The Awakening (Clean),Look At  You Now,PMD,214.02077,0.480806281832,0.397467636085,0,468,629,Hip-Hop
This Year (ReMastered),Future Shock,Curtis Mayfield,225.67138,0.786921231369,0.495306693411,2006,451,662,freedom
What's In You?,Hang On To Your Resistance (The Early Years),Tom Cochrane,227.60444,0.590360325395,0.371786733457,0,78,145,
It Came Upon The Midnight Clear,FANtastic Christmas,Gold City,173.66159,0.596189938258,0.396521303082,1994,34,70,"BR5XMAS, BRspirit"
X-Static,Foo Fighters,Foo Fighters,253.49179,0.839275392927,0.550762084656,1995,193872,738733,"rock, alternative rock, Grunge, alternative, 90s"
Besame Mucho,20 Melodies pour rever_ Volume 3,Alain Morisod,245.44608,0.353712385755,0.294161881986,0,87,402,
Pieni Maailma,Pieni Maailma,Mandi,200.59383,0.639568998241,0.295501621932,1998,250,828,
Os Dois Irreversíveis,Irreversíveis,Irreversíveis,254.82404,0.268834253318,0.0,0,42,86,
Somewhere Else,The North Side Benches,Jim Bryson,232.80281,0.519246036274,0.427816989307,0,960,4338,meaning
Don't Owe Me Nothin',A Day In The Life,Sticky Fingaz & Omar Epps,142.86322,0.542512528352,0.403784234959,0,36,125,
Lose Your Money,Voices Of Americana: Delbert McClinton,Delbert McClinton,114.31138,0.69992476451,0.449668690752,2000,351,732,
Diamonds Are A Girl's Best Friend,The Very Best Of,Gloria De Haven,110.88934,0.305466192465,0.0353079471744,0,27,58,
Gotta Let It Go,Elva First,Elva Hsiao,241.52771,0.482212869992,0.374531255441,0,142,294,
Paint It Black,Out Of Time,Chris Farlowe,177.57995,0.543393231433,0.338575026457,1966,6325,19916,"cover, classic rock, 60s, mod, british"
Smoke,Gift Grub 7,Mario Rosenstock,44.19873,0.334542783657,0.0490343808485,0,142,241,
Time You'll Never Get Back,A Few Things To Hear Before We All Blow Up,Williamson,354.06322,0.478770833861,0.327875294793,2003,1645,5800,"ambient, indie, lesser known yet streamable artists, electronic, chill"
Deep Voices,Bardo,Jane Winther,164.98893,0.317391380089,0.345284772988,0,143,437,
Hard To Laugh,Love Junk,Pursuit Of Happiness,159.60771,0.508676201038,0.377888131403,1988,3919,13771,"Canadian, rock, power pop, college, nostalgia"
Why,Discografía Completa 1994-2000,Xmilk,100.8322,0.462140600207,0.321383730111,0,81,253,
Bus Monkeys,Breakfast With Jape Squad,Jape Squad,267.33669,0.483854636708,0.248299798089,0,6,18,
Skopska situacija,Safizam,SAF,317.54404,0.467583201066,0.278960162253,0,83,385,
Gotta Man,The Good_ The Bad_ The Ugly,Frankee,149.99465,0.63560611742,0.371777228405,2004,493,1252,
Soulcrusher (Amended Album Version),Soulcrusher,Operator,213.55057,0.621587524646,0.401936414515,0,28,41,
New Friend Request (Amended Version),As Cruel As School Children,Gym Class Heroes,254.51057,0.906619151711,0.563403565869,2006,610,782,"Hip-Hop, american, alternative hip hop, darko"
Century City Rag,L.A. Explosion,The Last,159.05914,0.632784244511,0.320059112793,1979,1170,3614,
Life,Magic,Jimmy Riley,232.25424,0.477724732492,0.299705214087,0,29,35,
Marea De Venus,Colores Santos,Cerati-Melero,262.37342,0.694983409073,0.429780285791,0,4372,17216,"rock, Rock Argentino, rock en español, design, onthehighway"
I Want To Go Home,Mambo,Remmy Ongala,489.482,0.423065328443,0.27343951066,0,547,1199,Congolese Music Rocks
Love Unlimited (Explicit),100% Colombian,Fun Lovin' Criminals,205.66159,0.683206040048,0.484876718954,1998,270,792,
Rudolph The Red Nosed Reindeer,Let's Make Christmas Every Day,Frankie Randall,200.75057,0.248503726421,0.243085349309,0,8,10,
The Ferocious O' Flahertys,The Road From Connemara,Joe Heaney,52.76689,0.401327986225,0.288578615725,0,70,134,
Luna De Octubre,Mis Boleros,Flor Silvestre,157.46567,0.420545849523,0.313569342684,0,90,201,
Hell Will Reign,Closer to God,Demonbreed,337.24036,0.484546204521,0.0,0,61,110,
Rock Bottom,World Upside Down,House Of Lords,232.75057,0.561976087409,0.364776170561,2006,6913,17143,"hard rock, hair metal, rock, melodic rock, classic"
Shi Shang Zui Qiang Man Hua Wang Da Luan Dou,Shi Shang Zui Qiang Man Hua Wang Da Luan Dou,Leo Ku,185.0771,0.483278657332,0.360628716136,0,43,56,
The Sweetest Sounds,An Era Reborn,Helen O'Connell,180.6624,0.353135575817,0.300743186333,0,43,100,
Turbocharger,Turbocharger,Chaotica,235.4673,0.510937258396,0.312127027438,0,424,1626,played
Sweet Southern Comfort,Buddy Jewell,Buddy Jewell,212.89751,0.597220852724,0.411608579768,2003,16899,75793,"country, Buddy Jewell, male country, favorites, Mellow"
Snowdrops,Little Man,The Pineapple Thief,356.54485,0.587466436748,0.485198263144,2006,12606,62439,"Progressive rock, rock, indie rock, art rock, Progressive"
Say Yeah,Kings of Zion Part III,Capleton,233.63873,0.662250483665,0.410053622676,2005,189,394,
Where Do I Fit,Tonic,Tonic,184.68526,0.701521706441,0.52431892047,0,2627,7598,"rock, alternative, alternative rock, hard rock, Acoustic Rock"
The Son Of Hickory Holler's Tramp,The Best Of Kenny Rogers,Kenny Rogers,188.96934,0.735370101605,0.61999595034,1977,2298,5323,"country, 70s, Corrupted"
La Copa Grande,Pídemelo Todo,Pablo Montero,189.57016,0.546310423699,0.309919339654,0,163,239,
Ojitos Dormilones,Tesoros De Colección,Jay Pérez,204.66893,0.550103850256,0.38623768284,0,41,146,
Amores Cobardes,Con Los Pies En La Tierra,Andy & Lucas,234.63138,0.538137739913,0.400387756597,2008,884,2243,Amores cobardes
Mornin' Glory,The Best of Bobbie Gentry: The Capitol Years,Glen Campbell And Bobbie Gentry,183.11791,0.582460566903,0.384798909965,1968,94,280,
Changed,Summer of a Thousand Years,The Grip Weeds,314.14812,0.529794861802,0.328236583678,0,105,255,
Bad When U Broke,Real Talk,Dave Hollister,209.55383,0.612543003669,0.459660463222,0,344,1002,
Perca peso,Idem,Móveis Coloniais de Acaju,320.05179,0.624274355705,0.418741084844,2005,23088,128282,"ska, brasil, brazilian rock, rock, brazilian"
Brown Girl,The Open Mind Of John D. Loudermilk,John D. Loudermilk,252.682,0.414244229172,0.287370034592,0,291,976,
Mana Laina Chahida,Gal Sun Ja,Malkit Singh,337.60608,0.48324306732,0.324430891993,0,18,23,
Until I Believe In My Soul,The Projected Passion Revue,Dexys Midnight Runners,434.88608,0.67979355595,0.489458258471,1982,12221,34436,"80s, soul, british, Blue-Eyed Soul, new wave"
Everyday,All By Myself,Rikk Agnew,269.40036,0.467955065842,0.324597714466,1982,3110,9103,
Come Monday,Here At The Mayflower,Barry Manilow,235.96363,0.676755655323,0.543706050517,0,199,686,
Ricky Ticky Toc,Encore,Eminem,171.72853,0.871010613879,0.804830427831,2004,53336,204027,"Hip-Hop, hip hop, rap, Eminem, tight"
Angelito (Directo 09),Directo en tus manos,Carlos Baute,211.46077,0.603843764924,0.51281210294,0,9,13,
Hot Dental Supplies,Hung Like A Fly,Marga Gomez,95.73832,0.310776523276,0.22842866681,0,526,816,"spoken word, gay, comedy, humour, humor"
Savu hälvenee,Operaatio Jalokivimeri,Kaija Koo,192.26077,0.50087616005,0.37922806909,1998,1287,4930,SuomiPop
Tigerauge Rock,Millennium-Tanzparty,Günter Noris,180.79302,0.0596260969721,0.0,0,33,205,
All I Ask Of You,Somewhere,Erik Berglund,253.04771,0.377034085128,0.336191155685,0,28,34,
Chasing Cars,Shut Your Eyes,Snow Patrol,268.95628,0.818319359139,0.667294595643,2006,1863993,15751507,"indie, alternative, rock, indie rock, Love"
King Kong,Welcome To Tokyo,Shanadoo,225.20118,0.545803433083,0.336141578129,2006,3624,21291,"dance, j-pop, japanese, female vocalists, JPop"
Members Only,Reggae Max,Tyrone Taylor,223.50322,0.432074796015,0.299392787198,0,1137,2557,"reggae, lovers rock"
Tus Viejas Cartas,Nicho... En El Bar 2,Nicho Hinojosa,188.36853,0.539156209732,0.360648924812,2001,2898,6515,"latin pop, trova"
Why Jack Called,We Are Marshall,Christophe Beck,150.09914,0.478083521069,0.378387397783,2006,110,430,
Ek Pegh,Barsat,Kuldeep Paras,301.84444,0.133249211505,0.0,0,2,3,
My Heart Goes Up,My Heart Goes Up,Keira Green,181.26322,0.492682065534,0.330294730268,2004,6613,17165,"trance, dance, eurodance, Workout, hands up"
Herval na percaria,Amanajé,Amanajé,283.6371,0.283498734783,0.192324909283,0,28,47,
Drive,All Good Things,Pacha Massive,300.93016,0.590818773039,0.420945486034,2007,3611,11740,"Lo-Fi, chillout, chill, instrumental, ambient"
